@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
1862962.1	strain	10239|2731341|2731360|2731618|2731619|||186532|1862962|1862962.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Lactococcus phage M6165|Lactococcus phage M6165 strain	0.0000	hvASV10.6	10239	
2029672.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845180|2029672.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv79201|Lactococcus phage 79201 strain	0.0000	hvASV10.7	10239	
2986402.1	strain	10239|2731341|2731360|2731618|2731619|1978007|2942964|2948680|2955761|2986402.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Intestiviridae|Diorhovirus|Diorhovirus copri|uncultured phage cr49_1 strain	0.0000	hvASV10.8	10239	
3431196.1	strain	10239|2559587|2732396|2732408|2732506|464095|11974|142786|3431196|3431196.1	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Caliciviridae|Norovirus|Norovirus norwalkense|Norovirus norwalkense strain	0.0000	hvASV10.10	10239	
1204535.1	strain	10239|2731341|2731360|2731618|2731619|||2843455|2843984|1204535.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Sherbrookevirus|Sherbrookevirus MMP04|Clostridium phage phiMMP04 strain	0.0000	hvASV28.2	10239	
2575323.1	strain	10239|2731341|2731360|2731618|2731619||2731691|2842593|2844233|2575323.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Changchunvirus|Changchunvirus W011D|Escherichia phage vB_EcoS_W011D strain	0.0000	hvASV28.5	10239	
700939.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913654|1913683|700939.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Gaprivervirus|Gaprivervirus vr7|Escherichia phage vB_EcoM_VR7 strain	0.0000	hvASV28.6	10239	
2847072.1	strain	10239|2731341|2731360|2731618|2731619||2731690|187218|2608320|2847072.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Tequintavirus|Tequintavirus VEc33|Escherichia phage VEc33 strain	0.0000	hvASV28.7	10239	
2849626.1	strain	10239|2731341|2731360|2731618|2731619||3424663|3044836|3060723|2849626.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus|Suseptimavirus SU7|Escherichia phage vB_EcoP_SU7 strain	0.0000	hvASV28.8	10239	
432198.1	strain	10239|2731341|2731360|2731618|2731619|||2843126|2169920|432198.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Wanchaivirus|Wanchaivirus HK106|Escherichia phage HK106 strain	0.0000	hvASV28.11	10239	
2847062.1	strain	10239|2731341|2731360|2731618|2731619|||2843396|2844249|2847062.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Jouyvirus|Jouyvirus ev207|Escherichia phage ev207 strain	0.0000	hvASV28.14	10239	
2029665.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845169|2029665.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv56003|Lactococcus phage 56003 strain	0.0000	hvASV28.16	10239	
2034346.1	strain	10239|2731341|2731360|2731618|2731619||3424659|1198980|2560661|2034346.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Lindbergviridae|Pbunavirus|Pbunavirus E217|Pseudomonas phage vB_PaeM_E217 strain	0.0000	hvASV28.18	10239	
10863.1	strain	10239|2731342|2732090|2732410|2732411|2732094|10860|10861|1977402|10863.1	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Inovirus|Inovirus M13|Enterobacteria phage f1 strain	0.0000	hvASV38.0	10239	
10759.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732693|2732707|10759.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teetrevirus|Teetrevirus T3Luria|Enterobacteria phage T3 strain	0.0000	hvASV38.1	10239	
2716352.1	strain	10239|2731341|2731360|2731618|2731619||2946167|2948724|2955946|2716352.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Gemsvirus|Gemsvirus gv5004652|Escherichia phage 500465-2 strain	0.0000	hvASV38.3	10239	
432200.1	strain	10239|2731341|2731360|2731618|2731619|||2843141|2169922|432200.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Wongtaivirus|Wongtaivirus HK542|Escherichia phage HK542 strain	0.0000	hvASV38.4	10239	
1237159.1	strain	10239|2731341|2731360|2731618|2731619||3424663|680277|1987940|1237159.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus NJ01|Escherichia phage NJ01 strain	0.0000	hvASV38.7	10239	
1805467.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733632|1805467.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus SH4|Citrobacter phage SH4 strain	0.0000	hvASV38.9	10239	
10863.2	strain	10239|2731342|2732090|2732410|2732411|2732094|10860|10861|1977402|10863.2	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Inovirus|Inovirus M13|Enterobacteria phage f1 strain	0.0000	hvASV38.13	10239	
489828.1	strain	10239|2731342|2732091|2732412|2732413|2732414|10841|1910951|489828|489828.1	Viruses|Monodnaviria|Sangervirae|Phixviricota|Malgrandaviricetes|Petitvirales|Microviridae|Alphatrevirus|Enterobacteria phage WA13|Enterobacteria phage WA13 strain	0.0000	hvASV38.15	10239	
1414766.1	strain	10239|2731341|2731360|2731618|2731619|||2733197|2734259|1414766.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Murrayvirus|Murrayvirus EC2|Enterobacteria phage IME_EC2 strain	0.0000	hvASV38.16	10239	
1777064.1	strain	10239|2731341|2731360|2731618|2731619||||1777064|1777064.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Pseudomonas phage YMC11/07/P54_PAE_BP|Pseudomonas phage YMC11/07/P54_PAE_BP strain	0.0000	hvASV2.0	10239	
2865806.1	strain	10239|2731341|2731360|2731618|2731619|||1623289|3428256|2865806.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus CHD5UKE2|Escherichia phage vB_EcoS-CHD5UKE2 strain	0.0000	hvASV2.1	10239	
10682.1	strain	10239|2731341|2731360|2731618|2731619|||186789|10678|10682.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Punavirus|Punavirus P1|Enterobacteria phage P7 strain	0.0000	hvASV2.2	10239	
2913972.1	strain	10239|2731341|2731360|2731618|2731619|||2843365|388452|2913972.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Chopinvirus|Chopinvirus KSY1|Lactococcus phage KSY1 strain	0.0000	hvASV2.3	10239	
2182345.1	strain	10239|2731341|2731360|2731618|2731619||2731690|187218|2733983|2182345.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Tequintavirus|Tequintavirus gostya9|Escherichia phage Gostya9 strain	0.0000	hvASV2.4	10239	
1540094.1	strain	10239|2731341|2731360|2731618|2731619||3424631|1985303|1985304|1540094.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Andersonviridae|Mooglevirus|Mooglevirus moogle|Citrobacter phage Moogle strain	0.0000	hvASV2.6	10239	
2892348.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|1165135|2892348.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus ASCC273|Lactococcus phage ASCC273 strain	0.0000	hvASV2.7	10239	
2014434.1	strain	10239|2731341|2731360|2731618|2731619||||2014434|2014434.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Escherichia phage D6|Escherichia phage D6 strain	0.0000	hvASV2.8	10239	
2681604.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424636|2732928|187764|2681604.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Vectrevirus|Vectrevirus K15|Escherichia phage K1-5 strain	0.0000	hvASV2.9	10239	
432201.1	strain	10239|2731341|2731360|2731618|2731619|||2842814|2169923|432201.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Kwaitsingvirus|Kwaitsingvirus HK544|Escherichia phage HK544 strain	0.0000	hvASV35.0	10239	
2936906.1	strain	10239|2731341|2731360|2731618|2731619|||1623289|3428259|2936906.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus EC115|Escherichia phage EC115 strain	0.0000	hvASV35.2	10239	
2589659.1	strain	10239|2731341|2731360|2731618|2731619||3424663|680277|3060082|2589659.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus paul|Escherichia phage Paul strain	0.0000	hvASV35.5	10239	
2696339.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913652|3430963|2696339.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Mosigvirus|Mosigvirus efftwo|Escherichia phage F2 strain	0.0000	hvASV35.6	10239	
2994041.1	strain	10239|2731341|2731360|2731618|2731619||2731691|1920864|355246|2994041.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Rtpvirus|Rtpvirus Rtp|Escherichia phage Rtp strain	0.0000	hvASV35.7	10239	
1871314.1	strain	10239|2731341|2731360|2731618|2731619|3420540||2731946|2733923|1871314.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales||Kafavirus|Kafavirus SWcelC56|Phage MedPE-SWcel-C56 strain	0.0000	hvASV35.8	10239	
1933107.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424636|2732928|2733584|1933107.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Vectrevirus|Vectrevirus bee|Escherichia phage vB_EcoP_B strain	0.0000	hvASV35.9	10239	
2863832.1	strain	10239|2731341|2731360|2731618|2731619||3424670|1910992|2863832|2863832.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage vB_EcoS-phiEc3|Escherichia phage vB_EcoS-phiEc3 strain	0.0000	hvASV35.11	10239	
1805466.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733631|1805466.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus SH3|Citrobacter phage SH3 strain	0.0000	hvASV35.12	10239	
1649240.1	strain	10239|2731341|2731360|2731618|2731619||2946167|140410|2560459|1649240.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus pro483|Escherichia phage pro483 strain	0.0000	hvASV33.0	10239	
1977402.1	strain	10239|2731342|2732090|2732410|2732411|2732094|10860|10861|1977402|1977402.1	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Inovirus|Inovirus M13|Inovirus M13 strain	0.0000	hvASV33.2	10239	
2041347.1	strain	10239|2731341|2731360|2731618|2731619|||2948775|2956037|2041347.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus PHB05|Escherichia phage vB_EcoM_PHB05 strain	0.0000	hvASV33.3	10239	
2968680.1	strain	10239|2731341|2731360|2731618|2731619||||2968680|2968680.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Clostridium phage CI461P1|Clostridium phage CI461P1 strain	0.0000	hvASV33.4	10239	
2029661.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845159|2029661.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv37201|Lactococcus phage 37201 strain	0.0000	hvASV33.5	10239	
2041760.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733639|2041760.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus IMM002|Escherichia phage IMM-002 strain	0.0000	hvASV33.6	10239	
1598146.1	strain	10239|2731341|2731360|2731618|2731619||3424663|680277|1987938|1598146.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus kv1721|Escherichia phage 172-1 strain	0.0000	hvASV33.7	10239	
2070182.1	strain	10239|2731341|2731360|2731618|2731619|||2733103|2734105|2070182.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Eponavirus|Eponavirus epona|Faecalibacterium phage FP_Epona strain	0.0000	hvASV33.8	10239	
1868853.1	strain	10239|2731341|2731360|2731618|2731619|||2843470|2845174|1868853.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Vedamuthuvirus|Vedamuthuvirus vv62503|Lactococcus phage 62503 strain	0.0000	hvASV33.10	10239	
1147147.1	strain	10239|2731341|2731360|2731618|2731619|||2843015|2169924|1147147.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Saikungvirus|Saikungvirus HK633|Escherichia phage HK633 strain	0.0000	hvASV8.0	10239	
227720.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|110456|3432770|227720.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teseptimavirus|Teseptimavirus A1122|Yersinia phage phiA1122 strain	0.0000	hvASV8.1	10239	
1932361.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|1985720|2733669|1932361.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Przondovirus|Przondovirus K52|Klebsiella phage K5-2 strain	0.0000	hvASV8.2	10239	
2859655.1	strain	10239|2731341|2731360|2731618|2731619||2842329|3044791|3060551|2859655.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Philippevirus|Philippevirus philippe|Stenotrophomonas phage Philippe strain	0.0000	hvASV8.3	10239	
1675606.1	strain	10239|2731341|2731360|2731618|2731619|||1914852|2560448|1675606.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Vequintavirus|Vequintavirus murica|Escherichia phage Murica strain	0.0000	hvASV8.4	10239	
2498616.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733643|2498616.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus Ro45lw|Escherichia phage Ro45lw strain	0.0000	hvASV8.10	10239	
2865805.1	strain	10239|2731341|2731360|2731618|2731619||3424663|680277|3060075|2865805.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus CHD5UKE1|Escherichia phage vB_EcoP-CHD5UKE1 strain	0.0000	hvASV8.13	10239	
2865787.1	strain	10239|2731341|2731360|2731618|2731619||3424670|1910992|2865787|2865787.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage vB_EcoS-22664BS2|Escherichia phage vB_EcoS-22664BS2 strain	0.0000	hvASV8.15	10239	
2992578.1	strain	10239|2731341|2731360|2731618|2731619||2946167|140410|227940|2992578.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus L413C|Yersinia phage L-413C strain	0.0000	hvASV8.16	10239	
1926503.1	strain	10239|2731341|2731360|2731618|2731619|||1623286|3059847|1926503.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Casadabanvirus|Casadabanvirus PfII40a|Pseudomonas phage vB_PaeS_PcyII-40_PfII40a strain	0.0000	hvASV3.1	10239	
213777.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845476|213777.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus p272|Lactococcus lactis phage p272 strain	0.0000	hvASV3.3	10239	
2695850.1	strain	10239|2731341|2731360|2731618|2731619||2946167|2948876|2956345|2695850.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Quadragintavirus|Quadragintavirus ev015|Escherichia phage ESSI2_ev015 strain	0.0000	hvASV3.4	10239	
1541883.1	strain	10239|2731341|2731360|2731618|2731619|||1918725|1918727|1541883.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Jilinvirus|Jilinvirus ep3|Escherichia phage vB_EcoM-ep3 strain	0.0000	hvASV3.5	10239	
1540097.1	strain	10239|2731341|2731360|2731618|2731619||2842329|2842973|2170215|1540097.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Pollockvirus|Pollockvirus pollock|Escherichia phage Pollock strain	0.0000	hvASV3.6	10239	
1340750.1	strain	10239|2731341|2731360|2731618|2731619||3424631|1198140|1965379|1340750.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Andersonviridae|Felixounavirus|Felixounavirus JH2|Escherichia phage JH2 strain	0.0000	hvASV3.7	10239	
2029673.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845181|2029673.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv88605|Lactococcus phage 88605 strain	0.0000	hvASV3.8	10239	
2026130.1	strain	10239|2731341|2731360|2731618|2731619||2731691|2732068|2734015|2026130.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Warwickvirus|Warwickvirus wv95|Escherichia phage vB_EcoS-95 strain	0.0000	hvASV3.9	10239	
2662297.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845434|2662297.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus P4565|Lactococcus phage P4565 strain	0.0000	hvASV3.13	10239	
2986410.1	strain	10239|2731341|2731360|2731618|2731619|1978007|2942966|2942990|2955578|2986410.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Suoliviridae|Canhaevirus|Canhaevirus faecalis|uncultured phage cr77_1 strain	0.0000	hvASV37.0	10239	
2024339.1	strain	10239|2731341|2731360|2731618|2731619|||186532|2845173|2024339.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus cv62403|Lactococcus phage 62403 strain	0.0000	hvASV37.1	10239	
1052121.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|1914165|1914193|1052121.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Dhakavirus|Dhakavirus bp7|Escherichia phage Bp7 strain	0.0000	hvASV37.4	10239	
2283015.1	strain	10239|2731341|2731360|2731618|2731619|||2733186|2734244|2283015.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Lentavirus|Lentavirus PMBT5|Eggerthella phage PMBT5 strain	0.0000	hvASV37.5	10239	
2029674.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845185|2029674.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv96401|Lactococcus phage 96401 strain	0.0000	hvASV37.6	10239	
2492962.1	strain	10239|2731341|2731360|2731618|2731619||2731691|187217|1921008|2492962.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Tunavirus|Tunavirus T1|Escherichia phage T1 strain	0.0000	hvASV37.7	10239	
2029660.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845157|2029660.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv30804|Lactococcus phage 30804 strain	0.0000	hvASV37.8	10239	
1874587.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845152|1874587.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv13W11L|Lactococcus phage 13W11L strain	0.0000	hvASV37.10	10239	
10863.3	strain	10239|2731342|2732090|2732410|2732411|2732094|10860|10861|1977402|10863.3	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Inovirus|Inovirus M13|Enterobacteria phage f1 strain	0.0000	hvASV37.13	10239	
2662277.1	strain	10239|2731341|2731360|2731618|2731619||3424663|680277|3060077|2662277.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus ES17|Escherichia phage ES17 strain	0.0000	hvASV23.0	10239	
2024337.1	strain	10239|2731341|2731360|2731618|2731619|||186532|2845165|2024337.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus cv50504|Lactococcus phage 50504 strain	0.0000	hvASV23.1	10239	
1075774.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732693|2732703|1075774.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teetrevirus|Teetrevirus T7M|Enterobacteria phage T7M strain	0.0000	hvASV23.4	10239	
1237364.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913652|1914155|1237364.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Mosigvirus|Mosigvirus HX01|Escherichia phage HX01 strain	0.0000	hvASV23.6	10239	
